shopName,productName,price,oldPrice,discount,weight,zip,available,details,ingredients,productLink,image,nutration,photos,retrive_date
Andronico's Community Markets,"Not Milk Milk Alternative, Whole",$5.79 ,N/A,N/A,64 fl oz,Delivery to 94105,N/A,"Stir it, blend it, cook it, froth it, slurp it, chug it - taste it. It's your milk from the future made from plants. That's why we call it milk. But not. Why not. It all started with a why not. For the sake of the planet, we are here to reinvent the food industry, one delicious mouthful at a time. Hello curious foodie. Welcome to the future. Please recycle. recyclecartons.com.","Water, Sunflower Oil, Pea Protein, Contains Less Than 2% Of: Sugar, Pineapple Juice Concentrate, Dipotassium Phosphate, Calcium Carbonate, Gellan Gum, Acacia Gum, Salt, Monocalcium Phosphate, Natural Flavor, Cabbage Juice Concentrate, Vitamin D2, Vitamin B12.",https://www.instacart.comhttps://www.instacart.com/store/items/item_88223751211,https://www.instacart.com/assets/domains/product-image/file/large_75ede72e-33f0-48ac-98ef-77e99d9d47a8.png,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , 8 , Amount Per Serving , Calories ,  100 , % Daily Value , Total Fat ,  8g , 12% , daily value , Total Fat , Saturated Fat 0.5g , 3% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  180mg , 8% , daily value , Total Carbohydrate ,  4g , 1% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 3g , Protein ,  4g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_75ede72e-33f0-48ac-98ef-77e99d9d47a8.png', 'https://www.instacart.com/assets/domains/product-image/file/large_3f76f7da-7a53-446b-947f-5c9d888f170e.png']",10:56.7
Andronico's Community Markets,"Not Milk Milk Alternative, 2% Reduced Fat, Plant-Based",$5.79 ,N/A,N/A,64 fl oz,Delivery to 94105,N/A,"Made from plants. Stir it, blend it, cook it, froth it, slurp it, chug it - taste it. It's your milk from the future made from plants. That's why we call it milk. But not. why we call it milk. But not. Why Not: It all started with a why not. For the sake of the planet, we are here to reinvent the food industry, one delicious mouthful at a time. Hello curious foodie. Welcome to the future. Please recycle. recyclecartons.com.","Water, Sunflower Oil, Pea Protein, Contains Less Than 2% Of: Sugar, Pineapple Juice Concentrate, Dipotassium Phosphate, Calcium Carbonate, Gellan Gum, Acacia Gum, Salt, Monocalcium Phosphate, Natural Flavor, Cabbage Juice Concentrate, Vitamin D2, Vitamin B12. Made In A Facility That Also Processes Milk, Almonds And Coconut.",https://www.instacart.comhttps://www.instacart.com/store/items/item_89800973304,https://www.instacart.com/assets/domains/product-image/file/large_0f5d56c6-7301-49ed-80f3-5bb4f528f89b.png,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , 8 , Amount Per Serving , Calories ,  80 , % Daily Value , Total Fat ,  5g , 8% , daily value , Total Fat , Saturated Fat 0g , 0% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  180mg , 8% , daily value , Total Carbohydrate ,  4g , 1% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 3g , Protein ,  4g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_0f5d56c6-7301-49ed-80f3-5bb4f528f89b.png', 'https://www.instacart.com/assets/domains/product-image/file/large_4772f6af-1d10-41c2-9e6b-392bfe382705.png']",11:21.5
Andronico's Community Markets,Straus Family Creamery  Organic Whole Milk - Cream Top,$11.49 ,N/A,N/A,3.78 L,Delivery to 94105,N/A,"Never ultra-pasteurized to ensure nutritional benefits and our award winning flavor.; Glass keeps milk colder, preserving our fresh flavor.",Pasteurized Organic Milk.,https://www.instacart.comhttps://www.instacart.com/store/items/item_182695005,https://www.instacart.com/assets/domains/product-image/file/large_1cdcf056-189c-4849-84fa-6fd257470f3a.png,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , 16 , Amount Per Serving , Calories ,  160 , % Daily Value , Total Fat ,  9g , 14% , daily value , Total Fat , Saturated Fat 7g , 35% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  45mg , 15% , daily value , Sodium ,  75mg , 3% , daily value , Total Carbohydrate ,  11g , 4% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 11g , Protein ,  9g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_1cdcf056-189c-4849-84fa-6fd257470f3a.png', 'https://www.instacart.com/assets/domains/product-image/file/large_f5afd34e-3d2d-4c52-9ea2-894103fc1c03.png']",11:44.2
Andronico's Community Markets,a2 Milk 2% Reduced Fat Milk - Fortified,$5.19 ,$6.39 ,19% off,59 fl oz,Delivery to 94105,N/A,"The a2 Milk Company: Feel the difference. Ultra-pasteurized. Naturally contains A2 protein (The a2 Milk difference. a2 milk comes from cows that naturally produce only the natural A2 protein and no A1. Published research suggests a2 milk may help avoid stomach discomfort in some people) Easier on digestion. May help some avoid discomfort. From cows not treated with growth hormone rBST (No significant difference has been shown between milk from rBST-treated and non rBST-treated cows). Real. The A2 Milk Difference: A2 protein: A2 milk; A1 protein, A2 protein: Ordinary milk. A2 milk comes from cows that naturally produce only the natural A2 protein and no A1. Published research suggests A2 milk may help avoid stomach discomfort in some people. We love our cows! Our cows are not treated with growth hormone rBST (No significant difference has been shown between milk from rBST-treated and non rBST-treated cows). Real. 100% real milk. True a2 Pledge: Our farms are Validus certified for animal welfare. Please recycle. recyclecartons.com.","Reduced Fat Milk, Nonfat Milk, Vitamin A Palmitate, Vitamin D3",https://www.instacart.comhttps://www.instacart.com/store/items/item_183302015,https://www.instacart.com/assets/domains/product-image/file/large_90dc5120-f164-4697-919c-4ccb9eec8110.png,"Nutrition Facts , Serving Size ,   , 1.00 Cup , Servings Per Container ,   , 7 , Amount Per Serving , Calories ,  140 , % Daily Value , Total Fat ,  5g , 8% , daily value , Total Fat , Saturated Fat 3g , 15% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  20mg , 7% , daily value , Sodium ,  150mg , 6% , daily value , Total Carbohydrate ,  14g , 5% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 13g , Protein ,  10g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_90dc5120-f164-4697-919c-4ccb9eec8110.png', 'https://www.instacart.com/assets/domains/product-image/file/large_1e41a2c4-ac3b-4971-855b-cf30e9af6c44.png']",12:09.9
Andronico's Community Markets,Meyenberg Goat Milk,$7.49 ,$8.69 ,14% off,1 qt,Delivery to 94105,N/A,"Smooth & creamy. Easy to digest. Ultra pasteurized. Goat Milk is easier to digest and contains more potassium than cow milk and doesn't contain stabilizers like plant milks. America's no. 1 goat milk. More people worldwide drink goat milk than any other dairy milk. Easier to digest than cow milk. Delicious, creamy taste. Recyclable only where facilities exist. To find out, visit: www.recyclecartons.com.","Goat Milk, Vitamin D3.",https://www.instacart.comhttps://www.instacart.com/store/items/item_182644505,https://www.instacart.com/assets/domains/product-image/file/large_d9b3278a-645b-4c1d-9f9e-96b6b09fdd97.png,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , 4 , Amount Per Serving , Calories ,  140 , % Daily Value , Total Fat ,  7g , 11% , daily value , Total Fat , Saturated Fat 4g , 20% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 2.5g , Total Fat , Monounsaturated Fat 1g , Cholesterol ,  25mg , 8% , daily value , Sodium ,  115mg , 5% , daily value , Total Carbohydrate ,  11g , 4% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 11g , Protein ,  8g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_d9b3278a-645b-4c1d-9f9e-96b6b09fdd97.png', 'https://www.instacart.com/assets/domains/product-image/file/large_1e7201ee-03ef-450c-9f1a-7722340e34dc.png']",12:43.9
Andronico's Community Markets,Silk Shelf-Stable Vanilla Almond Milk Singles,$14.99 ,$19.59 ,23% off,8 fl oz,Delivery to 94105,N/A,"Bring the creamy goodness of almondmilk to your pantry with Silk Shelf-Stable Vanilla Almondmilk. Kissed with a delicate hint of vanilla, this almondmilk is delicious whether it’s poured over cereal, added to your favorite recipes, or enjoyed straight out of the glass. It makes a perfect non-dairy alternative to milk, and is totally free of dairy, soy, lactose, gluten, casein, egg, and MSG. Silk Almondmilk provides vitamin E and contains 50% more calcium than dairy milk.* And since it comes in special, shelf-stable packaging, this vanilla nutmilk will keep fresh at room temperature, unopened, until the date code: no refrigeration necessary!*Silk Vanilla Almondmilk: 450mg of calcium per cup; reduced fat dairy milk: 293mg of calcium per cup. USDA National Nutrient Database for Standard Reference. Data consistent with typical reduced fat dairy milk. • Shelf-stable vanilla almondmilk singles • 0g saturated fat per serving, with no cholesterol • Provides vitamin E and 50% more calcium than dairy milk • Vegan • Non-GMO Project Verified • Free of dairy, lactose, soy, gluten, casein, egg, and MSG","Almondmilk (filtered Water, Almonds), Cane Sugar, Vitamin And Mineral Blend (calcium Carbonate, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D2), Sea Salt, Gellan Gum, Locust Bean Gum, Sodium Ascorbate (to Protect Freshness), Natural Flavor.",https://www.instacart.comhttps://www.instacart.com/store/items/item_1434157379,https://www.instacart.com/assets/domains/product-image/file/large_ba702b6d-4361-44c9-b790-8d7031506c02.jpg,"Nutrition Facts , Serving Size ,   , 236.00 mL , Servings Per Container ,   , 12 , Amount Per Serving , Calories ,  80 , % Daily Value , Total Fat ,  2.5g , 4% , daily value , Total Fat , Saturated Fat 0g , 0% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 0.5g , Total Fat , Monounsaturated Fat 1.5g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  170mg , 7% , daily value , Total Carbohydrate ,  13g , 4% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 12g , Protein ,  1g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_ba702b6d-4361-44c9-b790-8d7031506c02.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_326818bf-de50-4b34-b784-434c94beca63.jpg']",13:14.9
Andronico's Community Markets,Horizon Organic Lowfat Milk,$14.99 ,$19.59 ,23% off,8 fl oz,Delivery to 94105,N/A,"Take the organic goodness of Horizon milk on-the-go with Horizon Organic UHT 1% lowfat Plain Milk Boxes. Great as a lunchbox stuffer or snack, these single-serve milk boxes offer a wholesome alternative to juice boxes. Each milk box provides many nutrients, including vitamin A, vitamin D, and 8 grams of protein. And thanks to their special packaging, these shelf-stable milk boxes lock in delicious taste without refrigeration. • 1% lowfat plain milk in single-serve boxes • Shelf stable • Certified USDA Organic • Non-GMO • Provides calcium and vitamins A and D","Grade A Lowfat Organic Milk, Vitamin A Palmitate, Vitamin D3.",https://www.instacart.comhttps://www.instacart.com/store/items/item_182645754,https://www.instacart.com/assets/domains/product-image/file/large_cb854dc3-4299-45b1-8786-8c6ea6279d12.jpg,"Nutrition Facts , Serving Size ,   , 236.00 mL , Servings Per Container ,   , 12 , Amount Per Serving , Calories ,  110 , % Daily Value , Total Fat ,  2.5g , 4% , daily value , Total Fat , Saturated Fat 1.5g , 8% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 0g , Total Fat , Monounsaturated Fat 0.5g , Cholesterol ,  10mg , 3% , daily value , Sodium ,  130mg , 5% , daily value , Total Carbohydrate ,  13g , 4% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 12g , Protein ,  8g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_cb854dc3-4299-45b1-8786-8c6ea6279d12.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_24ebdb34-ca58-4baa-9b37-aea9f7df1fb7.jpg']",13:29.3
Andronico's Community Markets,Lactaid 2% Reduced Fat Milk,$8.69 ,N/A,N/A,96 fl oz,Delivery to 94105,N/A,"LACTAID® 2% Reduced Fat Milk contains essential nutrients like calcium, protein, and Vitamin D and is 100% lactose free so you can enjoy it with no worries. Lactaid is farm-fresh milk from cows that are never treated with artificial growth hormones, and all our milk is tested for antibiotics. All the goodness of real milk, just without the lactose.• 96 oz.• Real Dairy• 100% Lactose Free• Perfect for cooking, baking and all of your favorite recipes.• Contains high-quality protein, vitamins A & D, and calcium!","Reduced Fat Milk, Lactase Enzyme*, Vitamin A Palmitate And Vitamin D3.",https://www.instacart.comhttps://www.instacart.com/store/items/item_182118549,https://www.instacart.com/assets/domains/product-image/file/large_62ab5589-1081-4ed7-b184-97666eab8426.jpg,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , 12 , Amount Per Serving , Calories ,  130 , % Daily Value , Total Fat ,  5g , 8% , daily value , Total Fat , Saturated Fat 3g , 15% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  20mg , 7% , daily value , Sodium ,  125mg , 5% , daily value , Total Carbohydrate ,  13g , 4% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 12g , Protein ,  8g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_62ab5589-1081-4ed7-b184-97666eab8426.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_2c89ef8e-8e9d-4015-8426-635f40f7092f.jpg']",13:43.8
Andronico's Community Markets,Horizon Organic Reduced Fat Milk,$7.49 ,N/A,N/A,64 fl oz,Delivery to 94105,N/A,"Treat your family to the cold, creamy goodness of Horizon Organic 2% Reduced Fat Milk with High Vitamin D. Rich, delicious taste isn’t the only thing that makes this 2% milk special: it’s also wonderfully wholesome and made to meet the highest USDA Organic standards. Each serving provides many nutrients, including calcium, vitamin A, and 10 grams of protein. Plus, this organic milk delivers 50% more vitamin D per serving than conventional reduced fat milk,** helping support strong bones.  **Horizon Organic Reduced Fat Milk has 4.5 mcg and 25% vitamin D (this is 10% more of the daily value). Typical reduced fat milk has 2.5 mcg and 15% vitamin D. USDA National Nutrient Database for Standard Reference, release 28. Data consistent with typical reduced fat milk. • 2% reduced fat milk with high vitamin D • Certified USDA Organic • Non-GMO • Provides calcium and vitamin A • 50% more vitamin D than typical reduced fat milk","Grade A Reduced Fat Organic Milk, Grade A Nonfat Organic Milk, Vitamin A Palmitate, Vitamin D3.**",https://www.instacart.comhttps://www.instacart.com/store/items/item_182965234,https://www.instacart.com/assets/domains/product-image/file/large_79f0f9f6-f277-47c4-8e8f-3e5f13a6e158.jpg,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , About 8 , Amount Per Serving , Calories ,  140 , % Daily Value , Total Fat ,  5g , 8% , daily value , Total Fat , Saturated Fat 3g , 15% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 0g , Total Fat , Monounsaturated Fat 1.5g , Cholesterol ,  25mg , 8% , daily value , Sodium ,  150mg , 6% , daily value , Total Carbohydrate ,  15g , 5% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 14g , Protein ,  10g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_79f0f9f6-f277-47c4-8e8f-3e5f13a6e158.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_02c31e4b-bf17-4c7c-af06-ea54e4fa749f.jpg']",13:59.0
Andronico's Community Markets,"fairlife 2% Reduced Fat Ultrafiltered Milk, Lactose Free",$6.39 ,N/A,N/A,52 fl oz,Delivery to 94105,N/A,"We are driven by a simple belief: we can always make the world better.Proper nourishment allows us all to grow and thrive. At fairlife, we provide the health and vitality people need by starting with the wholesome simplicity of real cow’s milk. All our milk flows through soft filters to concentrate its goodness like protein and calcium while filtering out some of the natural sugars. Our delicious and satisfying fairlife 2% Ultra-Filtered Milk has 50% less sugar and 50% more protein than regular milk. Plus, there’s no artificial growth hormones used and it’s lactose free.So sip, drink and chug as you enjoy our delicious ultra-filtered milk. • 50% more protein and 50% less sugar than regular milk • 13g of protein per serving • Delicious, satisfying and lactose-free • No Artificial Growth Hormones Used* • 52oz bottle • *No significant difference has been shown between milk derived from rbST-treated and non-rbST treated cows.","Reduced Fat Ultra-filtered Milk, Lactase Enzyme, Vitamin A Palmitate, Vitamin D3.",https://www.instacart.comhttps://www.instacart.com/store/items/item_183349899,https://www.instacart.com/assets/domains/product-image/file/large_e7ed075f-49b4-476f-94ad-6ae1c05c72b4.jpg,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , ABOUT 7 , Amount Per Serving , Calories ,  120 , % Daily Value , Total Fat ,  4.5g , 7% , daily value , Total Fat , Saturated Fat 3g , 15% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  20mg , 7% , daily value , Sodium ,  120mg , 5% , daily value , Total Carbohydrate ,  6g , 2% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 6g , Protein ,  13g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_e7ed075f-49b4-476f-94ad-6ae1c05c72b4.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_f8175c27-92d3-4afa-8239-6749c889a09e.jpg']",14:10.5
Andronico's Community Markets,Horizon Organic Whole High Vitamin D Milk,$7.49 ,N/A,N/A,0.5 gal,Delivery to 94105,N/A,"Treat your family to the cold, creamy goodness of Horizon Organic Whole Milk with High Vitamin D. Rich, delicious taste isn’t the only thing that makes this milk special: it’s also wonderfully wholesome and made to meet the highest USDA Organic standards. Each serving provides many nutrients, including calcium, vitamin A, and 10 grams of protein. Plus, this organic milk delivers 50% more vitamin D per serving than conventional whole milk,** helping support strong bones.  **Horizon Organic Whole Milk has 4.5 mcg and 25% vitamin D (this is 10% more of the daily value). Typical whole milk has 2.5 mcg and 15% vitamin D. USDA National Nutrient Database for Standard Reference, release 28. Data consistent with typical whole milk. • Whole milk with high vitamin D • Certified USDA Organic • Non-GMO • Provides calcium and vitamin A • 50% more vitamin D than typical whole milk • 10g protein per serving","Organic Grade A Milk, Vitamin D3.",https://www.instacart.comhttps://www.instacart.com/store/items/item_182947538,https://www.instacart.com/assets/domains/product-image/file/large_89eefa6a-ecdd-4b85-bcef-0cb295a2f387.jpg,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , 8.0 , Amount Per Serving , Calories ,  160 , % Daily Value , Total Fat ,  9g , 14% , daily value , Total Fat , Saturated Fat 5g , 25% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 0g , Total Fat , Monounsaturated Fat 2.5g , Cholesterol ,  35mg , 12% , daily value , Sodium ,  130mg , 5% , daily value , Total Carbohydrate ,  13g , 4% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 12g , Protein ,  8g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_89eefa6a-ecdd-4b85-bcef-0cb295a2f387.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_0dac1a19-fe21-4065-b140-31e9b0a9e106.jpg']",14:27.4
Andronico's Community Markets,Silk Original Almond Milk,$4.59 ,N/A,N/A,0.5 gal,Delivery to 94105,N/A,"Introduce your taste buds to the delicious, silky-smooth goodness of Silk Almondmilk. Made with almonds grown in California, this almondmilk makes a perfect alternative to dairy and Soymilk. With its mild, irresistibly nutty taste and a calorie count that’s not nutty at all, it is perfectly poised to become your cereal’s new best friend and tastes great in baked recipes, smoothies, and coffee. Silk Almondmilk is totally free of dairy, soy, lactose, gluten, casein, egg, and MSG. And it’s nutritious, too: each serving provides vitamin E and contains 50% more calcium than dairy milk.* *Silk Almondmilk: 450mg of calcium per cup; reduced fat dairy milk; 293mg of calcium per cup. USDA National Nutrient Database for Standard Reference, 2018. Data consistent with typical reduced fat dairy milk. • Almondmilk with original flavor • Provides vitamin E and 50% more calcium than dairy milk • 0g saturated fat per serving • Vegan • Non-GMO Project Verified • Free of dairy, soy, lactose, gluten, casein, egg, and MSG","Almondmilk (filtered Water, Almonds), Cane Sugar, Vitamin And Mineral Blend (calcium Carbonate, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D2), Sea Salt, Gellan Gum, Sunflower Lecithin, Locust Bean Gum, Ascorbic Acid (to Protect Freshness), Natural Flavor.",https://www.instacart.comhttps://www.instacart.com/store/items/item_182120240,https://www.instacart.com/assets/domains/product-image/file/large_60672dcd-37df-45ff-b614-698bbafecd42.jpg,"Nutrition Facts , Serving Size ,   , 1.00 cup , Servings Per Container ,   , About 8 , Amount Per Serving , Calories ,  60 , % Daily Value , Total Fat ,  2.5g , 4% , daily value , Total Fat , Saturated Fat 0g , 0% , daily value , Total Fat , Trans Fat 0g , Total Fat , Polyunsaturated Fat 0.5g , Total Fat , Monounsaturated Fat 1.5g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  150mg , 6% , daily value , Total Carbohydrate ,  8g , 3% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 7g , Protein ,  1g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_60672dcd-37df-45ff-b614-698bbafecd42.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_68c5ad09-0bb0-4047-8b86-4a89665f22c8.jpg']",14:47.2
Andronico's Community Markets,Yoo-hoo Chocolate Drink,$6.89 ,N/A,N/A,6.5 fl oz,Delivery to 94105,N/A,"Shake up some delicious fun with the classic chocolate taste of Yoo-hoo. With a chocolaty goodness that goes down smooth and easy, Yoo-hoo delivers the refreshing fun flavor you won’t find anywhere else. Summer just isn’t the same without sipping on an ice-cold Yoo-hoo at the beach, by the pool, on a long family road trip or just chilling in your backyard. For almost 100 years, Yoo-hoo Chocolate Drink has been delivering the refreshing flavor that chocolate lovers want. Not only is Yoo-hoo a delicious chocolate beverage, but it’s also 99% fat-free, 100% caffeine-free, and rich in both calcium and Vitamin D. First introduced in the 1920s by Natalie Olivieri, a small grocery store owner in New Jersey, Yoo-hoo is the perfect chocolate beverage that everyone loves. With its rich, smooth, and delicious chocolate flavor, it always hits the spot. Yoo-hoo is sweet, easy-to-sip, and goes perfectly with all your favorite snacks. In addition to the original chocolate flavor, you can also enjoy Yoo-hoo in Vanilla, Strawberry, Chocolate Strawberry, Chocolate Peanut Butter, and Cookies and Cream. No matter which flavor you choose, you can enjoy the great taste and get your refreshing chocolate fix with every delicious sip of Yoo-hoo!","Water, High Fructose Corn Syrup, Whey (from Milk), Contains Less Than 2% Of Cocoa (alkali Process), Nonfat Dry Milk, Natural And Artificial Flavors, Sodium Caseinate (from Milk), Corn Syrup Solids, Calcium Phosphate, Dipotassium Phosphate, Palm Oil, Guar Gum, Xanthan Gum, Mono- And Diglycerides, Salt, Spice, Soy Lecithin, Sucralose, Niacinamide (vitamin B3), Vitamin A Palmitate, Riboflavin (vitamin B2), Cholecalciferol (vitamin D3).",https://www.instacart.comhttps://www.instacart.com/store/items/item_1383427147,https://www.instacart.com/assets/domains/product-image/file/large_e0016444-988e-4a3f-a5f7-a8a68f012414.jpg,"Nutrition Facts , Serving Size ,   , 192.00 mL , Servings Per Container ,   , 10 , Amount Per Serving , Calories ,  90 , % Daily Value , Total Fat ,  1g , 2% , daily value , Total Fat , Saturated Fat 0g , 0% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  140mg , 6% , daily value , Total Carbohydrate ,  22g , 7% , daily value , Total Carbohydrate , Dietary Fiber 0g , 0% , daily value , Total Carbohydrate , Sugars 20g , Protein ,  1g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_e0016444-988e-4a3f-a5f7-a8a68f012414.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_fb5787c5-6ccf-46f5-b571-844395d0fd81.jpg']",15:04.2
Andronico's Community Markets,Califia Farms Unsweetened Almondmilk,$5.79 ,$6.39 ,9% off,48 oz,Delivery to 94105,N/A,"The smooth creaminess of our Unsweetened Almondmilk is yours, with 0g of sugar and only 35 calories per serving. Packed with calcium, this almond milk will fit right in at your breakfast table and into all of your recipes. Every delicious drop is dairy-free and non-GMO certified, with no soy, no gluten, and no carrageenan. Made with simple, plant-based ingredients, Unsweetened Almondmilk brings all of the smooth, creamy goodness you expect from milk, just without the dairy or the sugar. Swap it into any recipe that calls for dairy milk, from soups and sauces to pancakes and smoothies. Stir it into your coffee, or whip it into your mashed potatoes. With Unsweetened Almondmilk you can make everything dairy-free and delicious.","Almondmilk (water, Almonds), Calcium Carbonate, Sunflower Lecithin, Sea Salt, Natural Flavor, Locust Bean Gum, Gellan Gum, Potassium Citrate.",https://www.instacart.comhttps://www.instacart.com/store/items/item_183323200,https://www.instacart.com/assets/domains/product-image/file/large_2c0ea282-8f91-4ac5-a2b0-629e83d284a1.png,"Nutrition Facts , Serving Size ,   , 8.00 fl oz , Servings Per Container ,   , 6 , Amount Per Serving , Calories ,  35 , % Daily Value , Total Fat ,  3g , 5% , daily value , Total Fat , Saturated Fat 0g , 0% , daily value , Total Fat , Trans Fat 0g , Cholesterol ,  0mg , 0% , daily value , Sodium ,  140mg , 6% , daily value , Total Carbohydrate ,  1g , 0% , daily value , Total Carbohydrate , Dietary Fiber 1g , 4% , daily value , Total Carbohydrate , Sugars 0g , Protein ,  1g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_2c0ea282-8f91-4ac5-a2b0-629e83d284a1.png', 'https://www.instacart.com/assets/domains/product-image/file/large_1b13ae05-910d-4388-b2b6-47aa81ba9524.jpg']",15:20.7
